gene	length	CF1	CF2	CH1	CH2
ENSGALG00000027044	174	0	0	0	0
ENSGALG00000023460	709	6	8	7	6
ENSGALG00000023454	1291	3	1	2	0
ENSGALG00000006181	1851	384	351	357	343
ENSGALG00000019690	1539	227	290	234	250
ENSGALG00000006189	566	10	6	12	6
ENSGALG00000006233	1876	815	825	824	796
ENSGALG00000029137	107	0	1	0	0
ENSGALG00000026865	2935	254	246	209	193
ENSGALG00000006292	2266	563	666	611	700
ENSGALG00000006336	6319	1183	1103	1095	1037
ENSGALG00000006362	2263	0	0	0	0
ENSGALG00000017394	1586	422	451	387	380
ENSGALG00000023430	872	2	2	0	1
ENSGALG00000006379	1542	178	197	263	204
ENSGALG00000006387	1480	0	1	1	3
ENSGALG00000006400	1448	1077	1112	1032	991
ENSGALG00000006438	1091	4	2	30	18
ENSGALG00000006461	3278	792	821	776	715
ENSGALG00000006477	2549	2105	2065	2042	2008
ENSGALG00000021727	88	0	0	0	0
ENSGALG00000027025	76	0	0	0	0
ENSGALG00000006542	3018	726	691	744	702
ENSGALG00000006575	1882	8	6	11	18
ENSGALG00000019685	473	0	0	0	0
ENSGALG00000006672	2290	540	568	595	521
ENSGALG00000006703	1984	3280	3281	3073	2959
ENSGALG00000006723	2163	1224	1208	1263	1172
ENSGALG00000006749	1901	218	239	178	181
ENSGALG00000006939	3363	2540	2393	2609	2198
ENSGALG00000007056	3169	284	226	223	213
ENSGALG00000026073	111	0	0	0	0
ENSGALG00000028487	628	37	38	63	38
ENSGALG00000007065	1646	1	2	2	3
ENSGALG00000007082	3751	202	198	194	137
ENSGALG00000019679	586	12	15	13	16
ENSGALG00000027421	171	0	0	0	0
ENSGALG00000007145	3681	10376	10851	9491	9280
ENSGALG00000007169	2783	1018	1150	1019	1022
ENSGALG00000025176	78	1	0	0	0
ENSGALG00000007254	2897	561	557	508	521
ENSGALG00000007260	5281	1886	1943	1646	1535
ENSGALG00000007331	8433	3589	3776	3383	3426
ENSGALG00000007346	5603	672	788	759	819
ENSGALG00000007351	1716	1642	1707	1657	1769
ENSGALG00000025919	3627	1112	1240	1298	1609
ENSGALG00000007379	2110	1642	1717	1626	1558
ENSGALG00000007417	4312	30	32	28	14
ENSGALG00000007426	3738	49	67	11	13
ENSGALG00000007435	1759	2121	2095	1949	1932
ENSGALG00000023347	2632	30	18	15	21
ENSGALG00000007492	4008	5381	5320	5049	4770
ENSGALG00000007507	2682	444	463	460	396
ENSGALG00000007547	754	382	374	337	372
ENSGALG00000007564	5040	336	334	349	302
ENSGALG00000007579	2199	55	45	53	48
ENSGALG00000019672	696	45	47	61	50
ENSGALG00000007588	5190	9	18	40	46
ENSGALG00000007677	2206	322	306	357	326
ENSGALG00000007680	1182	76	56	65	47
ENSGALG00000026426	2207	325	288	295	283
ENSGALG00000007851	3225	2	5	5	4
ENSGALG00000027144	425	0	0	1	0
ENSGALG00000007864	2652	19	14	28	19
ENSGALG00000021836	844	0	0	0	0
ENSGALG00000007892	2967	184	199	165	168
ENSGALG00000026623	3060	1626	1617	1627	1546
ENSGALG00000007900	872	532	606	555	560
ENSGALG00000017395	1680	171	153	142	135
ENSGALG00000028621	121	0	0	0	0
ENSGALG00000007962	1503	3	0	2	2
ENSGALG00000008498	1968	2	2	2	1
ENSGALG00000008557	2460	2094	2032	2133	1948
ENSGALG00000008564	1441	134	138	141	142
ENSGALG00000028357	2674	0	1	1	0
ENSGALG00000019667	3720	6	8	10	17
ENSGALG00000027765	2764	8	7	12	8
ENSGALG00000028304	7333	38	38	39	37
ENSGALG00000008629	4425	83	57	76	63
ENSGALG00000008659	616	57	61	19	34
ENSGALG00000008671	1981	71	88	38	58
ENSGALG00000008677	1392	11543	11914	7995	7817
ENSGALG00000025240	62	5	7	1	5
ENSGALG00000008686	3384	507	503	515	488
ENSGALG00000008728	4009	288	258	261	264
ENSGALG00000008791	1509	386	425	442	417
ENSGALG00000008794	880	233	289	200	233
ENSGALG00000019663	1030	81	68	81	64
ENSGALG00000008820	985	7	4	10	8
ENSGALG00000008813	2767	2373	2512	2527	2391
ENSGALG00000023271	2835	6	4	3	6
ENSGALG00000008954	1890	227	229	209	151
ENSGALG00000008963	2183	1526	1617	1479	1482
ENSGALG00000025713	111	0	0	0	0
ENSGALG00000008985	1282	1121	1134	1058	1069
ENSGALG00000008997	2373	0	0	3	2
ENSGALG00000028860	182	0	2	0	0
ENSGALG00000026408	103	0	0	0	0
ENSGALG00000009006	1736	22	25	17	21
ENSGALG00000009017	1668	46	56	55	57
ENSGALG00000009026	3072	76	101	111	118
ENSGALG00000009035	2036	740	779	775	813
ENSGALG00000021779	70	0	0	0	0
ENSGALG00000009038	1263	339	352	334	365
ENSGALG00000009044	2224	1097	1111	1228	1109
ENSGALG00000009064	2313	2657	2839	2196	2189
ENSGALG00000009365	2538	1076	1070	1144	1171
ENSGALG00000009384	4009	1238	1148	1153	1047
ENSGALG00000009399	994	366	444	428	433
ENSGALG00000019657	712	35	34	37	27
ENSGALG00000009407	5712	104	68	106	88
ENSGALG00000009410	5662	564	638	561	606
ENSGALG00000009475	900	1032	1081	1056	1015
ENSGALG00000025191	94	31	47	27	41
ENSGALG00000009479	4741	0	2	1	0
ENSGALG00000009500	8986	906	792	855	755
ENSGALG00000021723	99	0	0	0	0
ENSGALG00000009512	749	54	54	31	35
ENSGALG00000024485	1618	483	498	451	451
ENSGALG00000009653	3600	576	543	559	462
ENSGALG00000009670	1659	664	714	600	602
ENSGALG00000009691	2632	0	0	0	0
ENSGALG00000026123	111	0	0	0	0
ENSGALG00000009700	4714	72	83	40	47
ENSGALG00000009728	5124	1952	2203	1853	1762
ENSGALG00000009733	1377	3138	3109	2974	2968
ENSGALG00000023195	4220	66	77	84	99
ENSGALG00000009129	1714	502	566	625	656
ENSGALG00000027620	738	144	148	136	149
ENSGALG00000009737	1286	0	0	0	0
ENSGALG00000009748	3006	1595	1775	1577	1626
ENSGALG00000009752	4959	2580	2791	2729	2564
ENSGALG00000010259	3481	3	0	4	5
ENSGALG00000025450	96	4	3	1	2
ENSGALG00000010700	949	1262	1350	1225	1195
ENSGALG00000023189	366	207	215	194	198
ENSGALG00000010708	1970	206	216	298	246
ENSGALG00000025999	1058	3016	3296	2884	2902
ENSGALG00000010722	2986	50	35	39	54
ENSGALG00000010724	1021	49	59	62	91
ENSGALG00000010770	4689	69	84	70	85
ENSGALG00000027757	2644	504	578	531	497
ENSGALG00000010780	4559	978	1081	1260	1154
ENSGALG00000027900	112	0	0	0	0
ENSGALG00000010797	6746	494	405	504	386
ENSGALG00000010804	3283	820	783	775	734
ENSGALG00000010809	1787	7746	8084	7547	7191
ENSGALG00000027240	4193	645	644	680	608
ENSGALG00000010825	1076	89	70	77	60
ENSGALG00000019651	2298	0	2	0	2
ENSGALG00000010836	5158	394	376	411	391
ENSGALG00000010840	6098	554	573	561	499
ENSGALG00000026059	1216	845	1000	730	806
ENSGALG00000010862	493	2	2	1	0
ENSGALG00000019648	274	0	0	0	0
ENSGALG00000010865	2481	2	0	0	1
ENSGALG00000010868	6510	94	105	91	84
ENSGALG00000010901	8721	10	13	5	9
ENSGALG00000019646	492	0	0	1	3
ENSGALG00000025582	124	0	0	0	0
ENSGALG00000010908	1464	3300	3406	3152	3044
ENSGALG00000010913	527	0	0	0	0
ENSGALG00000010915	1145	0	1	2	4
ENSGALG00000021835	1294	99	110	87	86
ENSGALG00000025204	89	0	2	2	1
ENSGALG00000010938	2102	1137	1214	1093	1057
ENSGALG00000010942	1400	341	339	395	373
ENSGALG00000027858	1454	3	0	3	1
ENSGALG00000028414	1741	6	1	5	1
ENSGALG00000003796	1921	6	1	5	1
ENSGALG00000010949	1724	0	0	0	0
ENSGALG00000010954	633	428	419	434	409
ENSGALG00000010973	1986	7067	7052	6990	6595
ENSGALG00000010976	2227	648	599	619	530
ENSGALG00000010977	2394	67	79	60	60
ENSGALG00000010980	3075	73	41	78	65
ENSGALG00000025982	1150	0	0	0	1
ENSGALG00000010983	516	10	17	20	17
ENSGALG00000010997	8926	1141	1099	1111	1030
ENSGALG00000011007	4142	230	226	248	211
ENSGALG00000011020	320	2914	3086	2559	2630
ENSGALG00000011021	3018	0	0	0	1
ENSGALG00000011022	974	1	5	2	3
ENSGALG00000018281	69	0	0	0	2
ENSGALG00000011036	1715	24445	24974	23595	23548
ENSGALG00000011038	3152	10879	10604	10375	9677
ENSGALG00000028095	1354	153	250	36	69
ENSGALG00000026247	221	6	19	1	1
ENSGALG00000027925	2354	1254	1413	991	986
ENSGALG00000022622	932	243	294	206	218
ENSGALG00000025929	1801	717	794	535	473
ENSGALG00000028908	1578	529	631	400	353
ENSGALG00000026989	2345	1933	2096	750	814
ENSGALG00000028983	2091	3566	3892	3014	2866
ENSGALG00000029104	102	79	76	91	91
ENSGALG00000028059	95	31	36	45	33
ENSGALG00000026631	1097	714	654	1256	1175
ENSGALG00000027148	177	9	7	39	26
ENSGALG00000028875	234	8	7	26	22
ENSGALG00000026579	184	0	2	5	9
ENSGALG00000027234	2662	66	35	587	564
ENSGALG00000027763	110	0	0	0	0
ENSGALG00000011054	1244	644	696	453	508
ENSGALG00000027013	875	374	412	276	252
ENSGALG00000026434	1469	486	582	360	317
ENSGALG00000026240	759	580	619	203	233
ENSGALG00000019640	838	1413	1558	1207	1222
ENSGALG00000027926	102	77	76	90	90
ENSGALG00000028343	95	33	38	46	35
ENSGALG00000027636	1103	637	582	1122	1042
ENSGALG00000028098	177	9	8	38	26
ENSGALG00000025878	234	8	8	27	22
ENSGALG00000026212	184	0	2	6	10
ENSGALG00000027515	2823	66	34	587	564
ENSGALG00000028925	110	0	0	0	0
ENSGALG00000027338	875	368	405	271	241
ENSGALG00000011059	698	216	302	156	149
ENSGALG00000011061	794	599	662	215	247
ENSGALG00000023132	512	929	1002	745	753
ENSGALG00000028741	102	75	76	90	90
ENSGALG00000026933	95	53	45	58	43
ENSGALG00000026564	177	10	7	39	26
ENSGALG00000026894	234	8	7	26	22
ENSGALG00000027160	184	0	2	5	12
ENSGALG00000023129	2591	66	34	583	562
ENSGALG00000028907	110	0	0	0	0
ENSGALG00000011123	3516	2864	3080	2768	2616
ENSGALG00000011145	2275	1840	2153	2135	2408
ENSGALG00000027552	1129	2	0	1	2
ENSGALG00000023126	772	5	4	1	3
ENSGALG00000025940	110	0	0	0	0
ENSGALG00000011170	1279	22	39	32	28
ENSGALG00000011176	2189	389	464	382	397
ENSGALG00000011181	637	178	196	156	163
ENSGALG00000011185	3985	543	616	550	575
ENSGALG00000011211	2887	416	474	506	422
ENSGALG00000011216	2768	169	152	182	179
ENSGALG00000011235	1928	9	9	12	13
ENSGALG00000011237	443	121	129	110	126
ENSGALG00000011239	1194	392	417	382	443
ENSGALG00000011248	3601	319	386	327	349
ENSGALG00000011254	7388	191	249	226	216
ENSGALG00000011267	1937	1	1	0	0
ENSGALG00000011272	2362	1863	1821	1652	1645
ENSGALG00000019635	3896	1	3	2	3
ENSGALG00000011281	2491	1855	1770	1785	1530
ENSGALG00000026897	1472	262	198	314	281
ENSGALG00000017912	176	0	0	0	0
ENSGALG00000011289	681	69	86	70	80
ENSGALG00000011290	1732	16205	17021	15683	16563
ENSGALG00000011291	2213	423	445	419	383
ENSGALG00000025834	173	0	0	0	0
ENSGALG00000027718	178	0	0	0	0
ENSGALG00000011300	5402	9549	9222	9058	8206
ENSGALG00000011304	2962	1367	1373	1304	1280
ENSGALG00000011312	5479	206	202	222	217
ENSGALG00000011322	2808	2	3	1	3
ENSGALG00000027247	4406	2	0	2	4
ENSGALG00000025811	1585	588	577	510	513
ENSGALG00000011428	1616	520	523	499	502
ENSGALG00000011442	3932	281	302	179	183
ENSGALG00000011474	3000	815	842	904	926
ENSGALG00000025305	98	0	0	0	0
ENSGALG00000011481	4000	1462	1521	1356	1374
ENSGALG00000011484	914	212	195	189	190
ENSGALG00000011488	3344	359	387	456	415
ENSGALG00000011491	2439	2184	2404	2179	2144
ENSGALG00000011494	2563	850	862	828	818
ENSGALG00000019622	1762	564	587	534	513
ENSGALG00000011498	1484	840	866	844	765
ENSGALG00000028090	14032	10	14	7	14
ENSGALG00000018283	97	1	0	2	0
ENSGALG00000011510	4622	124	127	117	95
ENSGALG00000011513	1841	130	140	158	135
ENSGALG00000011517	2989	498	494	492	462
ENSGALG00000011518	1735	216	208	182	168
ENSGALG00000011521	1505	43	57	54	67
ENSGALG00000011523	564	11828	12452	10978	11117
ENSGALG00000011527	1601	27	29	42	35
ENSGALG00000011530	1874	395	448	447	422
ENSGALG00000011535	3017	194	191	162	187
ENSGALG00000027855	443	21	23	22	14
ENSGALG00000027076	3192	1260	1322	1283	1249
ENSGALG00000025386	107	0	0	0	0
ENSGALG00000011539	930	305	327	327	308
ENSGALG00000011542	1379	563	565	568	510
ENSGALG00000011550	1451	429	421	472	476
ENSGALG00000029068	67	0	0	0	0
ENSGALG00000011556	3444	265	267	296	273
ENSGALG00000011567	7461	0	3	0	5
ENSGALG00000011580	2878	1788	1696	1932	1781
ENSGALG00000011595	1774	144	164	151	166
ENSGALG00000013110	839	8	4	6	9
ENSGALG00000028780	91	0	0	0	0
ENSGALG00000011654	1292	2	3	4	5
ENSGALG00000019617	2696	543	589	555	516
ENSGALG00000011706	2030	4	3	4	8
ENSGALG00000011707	1214	375	355	377	337
ENSGALG00000011703	4799	503	508	519	456
ENSGALG00000011709	1696	149	147	123	121
ENSGALG00000011712	1486	43	34	43	47
ENSGALG00000011713	705	1200	1255	1109	1203
ENSGALG00000011732	1436	20	15	15	22
ENSGALG00000011733	1066	8	4	4	4
ENSGALG00000011734	1135	0	0	0	0
ENSGALG00000011735	1009	0	0	0	0
ENSGALG00000011737	4640	216	239	241	183
ENSGALG00000011808	1150	0	0	0	0
ENSGALG00000011836	1853	0	1	0	0
ENSGALG00000011842	969	3118	3257	3102	3082
ENSGALG00000011846	2340	868	864	944	768
ENSGALG00000011848	2480	887	1017	985	1050
ENSGALG00000025588	78	0	0	0	0
ENSGALG00000011883	2186	55	51	74	54
ENSGALG00000011886	1473	986	984	964	1000
ENSGALG00000011887	1335	391	450	400	413
ENSGALG00000011888	2435	5	5	3	3
ENSGALG00000011903	1915	1087	1220	1097	1056
ENSGALG00000011933	650	76	54	64	65
ENSGALG00000026580	647	62	59	67	66
ENSGALG00000011938	3710	900	959	848	922
ENSGALG00000011940	679	7	4	16	9
ENSGALG00000011941	1265	1396	1363	1411	1291
ENSGALG00000011942	754	79	120	101	111
ENSGALG00000023069	2351	11	7	4	10
ENSGALG00000011949	2959	0	0	0	0
ENSGALG00000011951	1078	40228	42866	38745	38203
ENSGALG00000017838	157	30	37	28	34
ENSGALG00000017839	160	30	33	22	19
ENSGALG00000011952	909	108	83	96	97
ENSGALG00000011955	1611	13	17	12	20
ENSGALG00000011960	1135	2	3	0	1
ENSGALG00000011968	4330	288	346	277	278
ENSGALG00000017790	120	0	0	0	0
ENSGALG00000011972	3547	610	625	526	474
ENSGALG00000011975	2478	317	338	351	341
ENSGALG00000012043	2778	4312	4762	4015	4053
ENSGALG00000012002	799	0	0	0	0
ENSGALG00000025546	80	0	1	1	1
ENSGALG00000012046	3037	522	563	368	363
ENSGALG00000018284	85	0	0	0	0
ENSGALG00000012054	2752	35	34	65	59
ENSGALG00000012057	9684	1084	1126	1041	928
ENSGALG00000012060	2401	584	682	684	601
ENSGALG00000012066	1367	513	504	505	463
ENSGALG00000012069	2768	359	296	378	325
ENSGALG00000012073	2004	24	20	32	26
ENSGALG00000012078	1992	0	0	0	0
ENSGALG00000012080	793	0	0	0	0
ENSGALG00000012083	857	2	1	2	0
ENSGALG00000019607	703	0	0	0	0
ENSGALG00000012097	1747	5	14	7	9
ENSGALG00000012110	2153	291	306	317	313
ENSGALG00000012116	1987	326	364	373	384
ENSGALG00000012138	1363	7299	7321	6788	6755
ENSGALG00000012149	2476	1641	1805	1591	1607
ENSGALG00000012158	3956	3904	4130	3693	3498
ENSGALG00000023035	439	0	0	0	0
ENSGALG00000012192	3233	1214	1253	1239	1203
ENSGALG00000012193	3200	5828	6056	5827	5830
ENSGALG00000019605	735	128	136	134	111
ENSGALG00000012202	3395	1288	1222	1241	1042
ENSGALG00000012205	3496	530	577	432	444
ENSGALG00000012209	1349	1264	1310	1299	1142
ENSGALG00000012226	2202	191	342	163	167
ENSGALG00000012235	2071	0	0	0	0
ENSGALG00000026106	78	0	0	0	0
ENSGALG00000012266	3021	1135	1105	1105	1026
ENSGALG00000023030	189	0	0	0	0
ENSGALG00000027816	179	0	0	0	0
ENSGALG00000012306	1538	201	227	216	201
ENSGALG00000012309	1529	1	1	9	2
ENSGALG00000012316	3952	1409	1504	1510	1410
ENSGALG00000028792	98	0	0	0	0
ENSGALG00000023024	591	199	221	191	220
ENSGALG00000012327	1659	3	0	2	4
ENSGALG00000012332	651	87	1	7	14
ENSGALG00000012333	1796	181	207	172	157
ENSGALG00000019598	1081	3817	3990	3707	3635
ENSGALG00000012337	1337	737	806	704	724
ENSGALG00000012351	3281	47	42	95	58
ENSGALG00000012352	1670	50	74	54	59
ENSGALG00000012353	717	0	1	0	0
ENSGALG00000012360	1377	566	601	537	540
ENSGALG00000013107	456	1103	1213	1102	1022
ENSGALG00000024970	315	0	0	0	1
ENSGALG00000026036	94	0	0	0	0
ENSGALG00000012402	2563	2295	2298	2309	2097
ENSGALG00000025393	94	0	0	0	0
ENSGALG00000017803	102	0	0	0	0
ENSGALG00000017804	113	2	1	2	0
ENSGALG00000012415	2374	6667	6959	6393	6318
ENSGALG00000027575	4258	21	25	14	22
ENSGALG00000012435	926	0	0	1	0
ENSGALG00000012437	3449	4	1	2	1
ENSGALG00000012439	2925	146	137	138	130
ENSGALG00000012450	913	558	641	570	593
ENSGALG00000012451	5329	1295	1346	1357	1188
ENSGALG00000012463	1047	507	506	497	468
ENSGALG00000021830	721	177	156	165	155
ENSGALG00000012508	1573	1202	1297	1153	1130
ENSGALG00000012514	1910	716	772	690	667
ENSGALG00000012515	1304	2	3	5	4
ENSGALG00000025594	118	0	0	0	0
ENSGALG00000012517	2359	5	4	12	8
ENSGALG00000012519	1553	0	0	0	0
ENSGALG00000012617	2146	1408	1344	1320	1230
ENSGALG00000026801	78	0	1	0	0
ENSGALG00000012634	3734	1604	1616	1595	1354
ENSGALG00000012636	2940	705	728	655	639
ENSGALG00000012641	1399	279	215	219	226
ENSGALG00000019589	1517	0	0	1	1
ENSGALG00000017396	656	757	792	719	667
ENSGALG00000024483	774	21	23	20	12
ENSGALG00000012650	3715	1096	1162	1098	1110
ENSGALG00000027602	2187	50	56	57	49
ENSGALG00000012652	1704	22	34	29	19
ENSGALG00000026494	169	0	0	0	0
ENSGALG00000012660	3655	57	79	65	60
ENSGALG00000012663	6099	1506	1580	1488	1486
ENSGALG00000012666	2533	10	11	8	11
ENSGALG00000012667	2252	356	368	351	322
ENSGALG00000012668	5490	171	237	272	315
ENSGALG00000012670	1762	925	1020	533	645
ENSGALG00000012671	969	0	0	0	0
ENSGALG00000026233	98	0	0	0	0
ENSGALG00000012681	1505	53	52	48	49
ENSGALG00000012683	1065	0	3	0	0
ENSGALG00000012685	2608	67	80	65	74
ENSGALG00000012687	847	281	343	317	301
ENSGALG00000012688	2998	202	224	229	224
ENSGALG00000012692	1124	422	433	402	361
ENSGALG00000012695	744	882	847	822	786
ENSGALG00000012696	2832	1359	1441	1282	1208
ENSGALG00000012700	739	144	124	108	117
ENSGALG00000027133	4634	41	59	30	35
ENSGALG00000026088	107	0	0	0	1
ENSGALG00000012703	1723	482	503	493	492
ENSGALG00000012704	3111	467	426	496	440
ENSGALG00000012705	2130	155	209	133	130
ENSGALG00000012709	2559	23	25	25	21
ENSGALG00000026196	171	0	0	0	0
ENSGALG00000025376	78	0	0	0	2
ENSGALG00000012712	7617	112	86	100	118
ENSGALG00000012715	1456	24	15	26	27
ENSGALG00000012721	1300	1397	1341	1237	1330
ENSGALG00000012724	3928	1627	1753	1556	1505
ENSGALG00000012731	1552	552	525	478	508
ENSGALG00000026826	755	0	0	0	0
ENSGALG00000025400	76	0	0	0	0
ENSGALG00000012735	2250	26	25	27	17
ENSGALG00000012739	8162	1110	1207	1036	1039
ENSGALG00000026606	3435	11	20	15	13
ENSGALG00000012748	5314	20	16	14	23
ENSGALG00000012762	3420	0	0	0	0
ENSGALG00000012768	1573	0	0	0	0
ENSGALG00000012773	1413	2	3	1	2
ENSGALG00000012775	3336	883	1009	997	1159
ENSGALG00000012781	1086	1145	1191	1083	1003
ENSGALG00000012782	2504	1244	1265	1193	1067
ENSGALG00000012784	2871	5980	6099	5603	5414
ENSGALG00000027100	107	2	1	1	0
ENSGALG00000012787	2692	47	42	34	49
ENSGALG00000012795	1861	1190	1209	1195	1209
ENSGALG00000019568	606	48	46	43	31
ENSGALG00000012798	1641	6077	6037	5551	5550
ENSGALG00000012801	2488	32	40	35	30
ENSGALG00000019567	691	0	0	0	0
ENSGALG00000028715	110	0	0	0	0
ENSGALG00000028813	2368	1	2	2	1
ENSGALG00000012807	1642	435	456	398	404
ENSGALG00000012808	5110	448	492	420	428
ENSGALG00000012809	1688	680	670	670	687
ENSGALG00000012813	3407	2796	2713	2727	2504
ENSGALG00000012814	3329	320	413	341	375
ENSGALG00000028385	54	0	0	0	0
ENSGALG00000012821	1661	5288	5556	5434	5678
ENSGALG00000012824	3134	108	133	113	134
ENSGALG00000026802	3883	4344	4139	4594	4545
ENSGALG00000012827	8468	711	751	687	721
ENSGALG00000025747	3611	278	256	223	199
ENSGALG00000027397	3780	3283	3366	3325	3373
ENSGALG00000012830	6263	22	17	18	13
ENSGALG00000025604	58	0	0	0	0
ENSGALG00000028964	1203	14	23	34	13
ENSGALG00000012856	2266	404	444	435	395
ENSGALG00000019555	3390	1	2	0	1
ENSGALG00000012866	4479	262	226	273	204
ENSGALG00000019554	1213	1	0	0	1
ENSGALG00000019553	2085	1	0	0	0
ENSGALG00000019552	3889	19	23	42	36
ENSGALG00000012869	4288	25	30	64	41
ENSGALG00000019551	1231	0	1	0	0
ENSGALG00000012872	1269	2	1	3	1
ENSGALG00000028973	113	0	0	0	1
ENSGALG00000012873	3103	5	6	5	7
ENSGALG00000012879	3509	1216	1261	1142	1179
ENSGALG00000026972	111	0	0	1	1
ENSGALG00000012882	2035	382	400	372	405
ENSGALG00000012885	2229	216	194	249	206
ENSGALG00000012886	1731	15	29	36	38
ENSGALG00000012888	3558	391	445	391	380
ENSGALG00000012889	5808	1035	1153	1133	1009
ENSGALG00000012891	5203	179	190	192	216
ENSGALG00000012898	7182	865	874	896	774
ENSGALG00000025248	100	0	0	0	0
ENSGALG00000028822	2145	114	151	111	124
ENSGALG00000012907	997	0	4	1	3
ENSGALG00000012909	4244	888	927	836	789
ENSGALG00000012916	12945	1701	1708	1531	1524
ENSGALG00000012917	2691	237	209	37	25
ENSGALG00000012920	692	0	0	0	0
ENSGALG00000026642	98	0	0	0	0
ENSGALG00000025664	104	0	0	0	0
ENSGALG00000026920	108	0	0	0	0
ENSGALG00000012928	592	0	0	0	0
ENSGALG00000025655	62	0	0	0	0
ENSGALG00000022947	614	0	0	0	0
ENSGALG00000012949	838	0	0	0	0
ENSGALG00000026766	182	0	0	0	0
ENSGALG00000012950	2012	0	0	0	0
ENSGALG00000022942	830	0	0	0	0
ENSGALG00000012952	736	6286	6573	5341	5734
ENSGALG00000028725	94	0	0	0	0
ENSGALG00000026200	5376	50	54	51	65
ENSGALG00000022938	6221	1098	1210	1052	1069
ENSGALG00000012964	1522	220	202	165	219
ENSGALG00000019543	1058	64	60	54	69
ENSGALG00000026079	1012	0	0	0	1
ENSGALG00000021788	83	0	0	1	0
ENSGALG00000025468	105	0	0	0	0
ENSGALG00000025806	78	0	0	0	0
ENSGALG00000027521	4894	6	12	5	6
ENSGALG00000013006	1120	26	39	27	22
ENSGALG00000013021	5032	1030	964	973	851
ENSGALG00000027026	4294	2	2	3	4
ENSGALG00000013033	758	8	2	6	6
ENSGALG00000013035	966	3	0	0	0
ENSGALG00000013041	3765	13821	15067	13384	13803
ENSGALG00000013043	710	149	157	145	118
ENSGALG00000025681	70	6	5	4	5
ENSGALG00000028685	362	239	227	182	162
ENSGALG00000013054	5149	505	481	454	451
ENSGALG00000027654	474	0	1	0	0
ENSGALG00000013105	1154	3	5	2	3
ENSGALG00000027727	91	0	0	0	0
ENSGALG00000013063	995	25	18	24	23
ENSGALG00000013064	2559	1533	1613	1471	1539
ENSGALG00000013070	824	3	0	0	0
ENSGALG00000013073	3118	159	121	129	112
ENSGALG00000013074	907	0	0	0	0
ENSGALG00000013083	4133	6	12	10	6
ENSGALG00000013084	1171	0	2	0	0
ENSGALG00000013086	4753	10	9	9	6
ENSGALG00000026363	2334	560	583	548	522
ENSGALG00000025746	110	0	0	0	0
ENSGALG00000023084	1050	9	5	5	7
ENSGALG00000027137	91	0	0	0	0
ENSGALG00000017691	921	6	19	11	12
ENSGALG00000025823	111	0	0	0	0
ENSGALG00000013102	5781	11	12	23	10
ENSGALG00000026637	1891	2	6	5	4
ENSGALG00000028206	110	1	0	0	0
ENSGALG00000027289	160	5	3	1	2
ENSGALG00000013129	4743	634	643	659	580
ENSGALG00000013131	700	308	360	302	318
ENSGALG00000018285	87	0	0	0	0
ENSGALG00000013137	563	245	226	207	221
ENSGALG00000018286	71	4	4	5	5
ENSGALG00000025792	3415	440	479	504	473
ENSGALG00000025169	79	0	0	0	0
ENSGALG00000013156	1608	718	675	642	624
ENSGALG00000013157	1358	640	696	625	619
ENSGALG00000013160	1581	1468	1520	1486	1378
ENSGALG00000013165	1659	2884	3027	2900	2875
ENSGALG00000013167	2384	2128	2252	2072	2003
ENSGALG00000013171	4122	417	473	469	473
ENSGALG00000013180	4069	4	0	9	4
ENSGALG00000013183	4783	190	192	258	210
ENSGALG00000013187	4642	2115	2058	2021	1827
ENSGALG00000028297	97	0	0	0	0
