cluster	chicken_gene
Cluster-6022.0	ENSGALG00000021232
Cluster-60220.0	ENSGALG00000013086
Cluster-60237.0	ENSGALG00000011649
Cluster-60240.0	ENSGALG00000011822
Cluster-60241.0	ENSGALG00000003114
Cluster-60242.0	ENSGALG00000026299
Cluster-60247.0	ENSGALG00000015304
Cluster-60248.0	ENSGALG00000028806
Cluster-60252.0	ENSGALG00000026175
Cluster-60253.0	ENSGALG00000026298
Cluster-60254.0	ENSGALG00000027257
Cluster-60255.0	ENSGALG00000008285
Cluster-60257.0	ENSGALG00000006527
Cluster-60258.0	ENSGALG00000000886
Cluster-60262.0	ENSGALG00000016674
Cluster-60264.0	ENSGALG00000007431
Cluster-60267.1	ENSGALG00000011530
Cluster-60280.0	ENSGALG00000005024
Cluster-60284.0	ENSGALG00000026313
Cluster-60299.0	ENSGALG00000006839
Cluster-60299.1	ENSGALG00000006839
Cluster-60310.0	ENSGALG00000026498
Cluster-60330.0	ENSGALG00000002802
Cluster-60332.0	ENSGALG00000000117
Cluster-60336.0	ENSGALG00000019280
Cluster-60345.0	ENSGALG00000006074
Cluster-60347.0	ENSGALG00000003212
Cluster-60347.1	ENSGALG00000003212
Cluster-60355.0	ENSGALG00000005601
Cluster-60356.1	ENSGALG00000023590
Cluster-60357.0	ENSGALG00000005085
Cluster-60373.0	ENSGALG00000005974
Cluster-60379.0	ENSGALG00000006240
Cluster-60379.1	ENSGALG00000006240
Cluster-60384.0	ENSGALG00000008815
Cluster-60392.0	ENSGALG00000014258
Cluster-60397.0	ENSGALG00000016426
Cluster-60397.1	ENSGALG00000016426
Cluster-60399.0	ENSGALG00000008827
Cluster-60404.0	ENSGALG00000001381
Cluster-60414.0	ENSGALG00000005257
Cluster-60421.0	ENSGALG00000028696
Cluster-60430.0	ENSGALG00000026173
Cluster-6044.0	ENSGALG00000028658
Cluster-60441.0	ENSGALG00000028282
Cluster-60441.1	ENSGALG00000028282
Cluster-60446.0	ENSGALG00000000276
Cluster-60449.0	ENSGALG00000026498
Cluster-60451.0	ENSGALG00000005128
Cluster-60459.0	ENSGALG00000016454
Cluster-60465.0	ENSGALG00000026239
Cluster-60465.1	ENSGALG00000026239
Cluster-60468.0	ENSGALG00000008328
Cluster-60470.0	ENSGALG00000015608
Cluster-60485.0	ENSGALG00000008453
Cluster-60488.0	ENSGALG00000017714
Cluster-60488.1	ENSGALG00000017714
Cluster-60497.0	ENSGALG00000012317
Cluster-60501.0	ENSGALG00000009012
Cluster-60505.0	ENSGALG00000009955
Cluster-60510.0	ENSGALG00000016834
Cluster-60522.0	ENSGALG00000002040
Cluster-60524.0	ENSGALG00000002874
Cluster-60525.0	ENSGALG00000012917
Cluster-60526.0	ENSGALG00000000733
Cluster-60536.0	ENSGALG00000003203
Cluster-60541.0	ENSGALG00000016755
Cluster-60544.0	ENSGALG00000004466
Cluster-60547.0	ENSGALG00000028282
Cluster-60551.0	ENSGALG00000009824
Cluster-60557.1	ENSGALG00000004373
Cluster-60562.0	ENSGALG00000012740
Cluster-60579.0	ENSGALG00000026115
Cluster-60595.0	ENSGALG00000007920
Cluster-60595.1	ENSGALG00000007920
Cluster-606.0	ENSGALG00000010299
Cluster-606.1	ENSGALG00000010299
Cluster-606.2	ENSGALG00000010299
Cluster-60609.0	ENSGALG00000005180
Cluster-60610.0	ENSGALG00000008732
Cluster-60618.0	ENSGALG00000000684
Cluster-60634.0	ENSGALG00000013177
Cluster-60635.0	ENSGALG00000025747
Cluster-60643.0	ENSGALG00000017411
Cluster-60650.0	ENSGALG00000007758
Cluster-60656.0	ENSGALG00000016602
Cluster-60656.1	ENSGALG00000016602
Cluster-60662.0	ENSGALG00000005809
Cluster-60667.0	ENSGALG00000014297
Cluster-60669.0	ENSGALG00000027090
Cluster-60691.1	ENSGALG00000002554
Cluster-60691.3	ENSGALG00000002554
Cluster-60692.0	ENSGALG00000005283
Cluster-60692.1	ENSGALG00000005283
Cluster-60697.0	ENSGALG00000001343
Cluster-607.0	ENSGALG00000006864
Cluster-60704.0	ENSGALG00000001702
Cluster-60708.0	ENSGALG00000007337
Cluster-60723.0	ENSGALG00000015980
Cluster-60732.1	ENSGALG00000024286
Cluster-60733.1	ENSGALG00000026710
Cluster-60739.0	ENSGALG00000016074
Cluster-60748.0	ENSGALG00000014011
Cluster-60768.0	ENSGALG00000015325
Cluster-60771.0	ENSGALG00000010198
Cluster-60778.0	ENSGALG00000002070
Cluster-60785.0	ENSGALG00000014030
Cluster-60785.1	ENSGALG00000014030
Cluster-60797.0	ENSGALG00000014228
Cluster-60799.0	ENSGALG00000006190
Cluster-608.0	ENSGALG00000007070
Cluster-60803.1	ENSGALG00000022964
Cluster-60803.2	ENSGALG00000022964
Cluster-60813.0	ENSGALG00000006845
Cluster-60817.0	ENSGALG00000026534
Cluster-60823.0	ENSGALG00000002267
Cluster-60824.0	ENSGALG00000008317
Cluster-60838.0	ENSGALG00000006336
Cluster-60847.0	ENSGALG00000014835
Cluster-60850.0	ENSGALG00000026623
Cluster-60854.0	ENSGALG00000010881
Cluster-60859.0	ENSGALG00000007727
Cluster-60870.0	ENSGALG00000011070
Cluster-60873.1	ENSGALG00000007366
Cluster-60878.0	ENSGALG00000022001
Cluster-60888.0	ENSGALG00000008456
Cluster-60895.0	ENSGALG00000004297
Cluster-60895.1	ENSGALG00000004297
Cluster-60912.0	ENSGALG00000017173
Cluster-60914.0	ENSGALG00000007917
Cluster-60920.0	ENSGALG00000005651
Cluster-60931.0	ENSGALG00000005332
Cluster-60933.0	ENSGALG00000021171
Cluster-60939.0	ENSGALG00000007174
Cluster-60940.0	ENSGALG00000011376
Cluster-60942.0	ENSGALG00000015002
Cluster-60956.0	ENSGALG00000011688
Cluster-60958.0	ENSGALG00000009686
Cluster-60962.0	ENSGALG00000014824
Cluster-60967.1	ENSGALG00000016511
Cluster-60967.2	ENSGALG00000016511
Cluster-60976.0	ENSGALG00000011992
Cluster-60981.0	ENSGALG00000026979
Cluster-60983.0	ENSGALG00000016078
Cluster-60987.0	ENSGALG00000011252
Cluster-60989.0	ENSGALG00000011877
Cluster-60994.0	ENSGALG00000004527
Cluster-60999.0	ENSGALG00000005360
Cluster-61002.0	ENSGALG00000028360
Cluster-61013.0	ENSGALG00000004209
Cluster-61025.0	ENSGALG00000016492
Cluster-61026.0	ENSGALG00000012807
Cluster-61040.0	ENSGALG00000027546
Cluster-61040.1	ENSGALG00000027546
Cluster-61059.0	ENSGALG00000027313
Cluster-61061.0	ENSGALG00000000692
Cluster-61068.0	ENSGALG00000011560
Cluster-61068.1	ENSGALG00000011560
Cluster-61081.0	ENSGALG00000009641
Cluster-61088.0	ENSGALG00000026836
Cluster-61091.0	ENSGALG00000013010
Cluster-61101.0	ENSGALG00000007001
Cluster-61103.0	ENSGALG00000006460
Cluster-61104.0	ENSGALG00000022137
Cluster-61109.0	ENSGALG00000000505
Cluster-61133.0	ENSGALG00000008156
Cluster-61144.0	ENSGALG00000004745
Cluster-61147.0	ENSGALG00000000685
Cluster-61149.0	ENSGALG00000023562
Cluster-61151.0	ENSGALG00000006378
Cluster-61152.0	ENSGALG00000005088
Cluster-61153.0	ENSGALG00000026627
Cluster-61154.1	ENSGALG00000026820
Cluster-61181.0	ENSGALG00000006522
Cluster-61181.1	ENSGALG00000006522
Cluster-61182.0	ENSGALG00000008518
Cluster-61183.0	ENSGALG00000010934
Cluster-61189.0	ENSGALG00000015817
Cluster-61191.0	ENSGALG00000006266
Cluster-61192.0	ENSGALG00000005349
Cluster-61199.0	ENSGALG00000010053
Cluster-61203.0	ENSGALG00000012449
Cluster-61206.0	ENSGALG00000011514
Cluster-61209.0	ENSGALG00000016098
Cluster-61232.0	ENSGALG00000011553
Cluster-61238.0	ENSGALG00000000625
Cluster-61255.1	ENSGALG00000013720
Cluster-61260.0	ENSGALG00000007125
Cluster-61263.0	ENSGALG00000028443
Cluster-61263.1	ENSGALG00000013607
Cluster-61264.0	ENSGALG00000008272
Cluster-61265.0	ENSGALG00000006912
Cluster-61274.0	ENSGALG00000008926
Cluster-61277.0	ENSGALG00000011646
Cluster-61283.0	ENSGALG00000016176
Cluster-61295.0	ENSGALG00000013482
Cluster-61296.0	ENSGALG00000013818
Cluster-61305.0	ENSGALG00000008114
Cluster-61331.0	ENSGALG00000007266
Cluster-61337.0	ENSGALG00000012762
Cluster-61343.0	ENSGALG00000002488
Cluster-61347.0	ENSGALG00000006891
Cluster-61353.0	ENSGALG00000011153
Cluster-61363.0	ENSGALG00000027365
Cluster-61368.0	ENSGALG00000011889
Cluster-61371.0	ENSGALG00000003323
Cluster-61372.0	ENSGALG00000023472
Cluster-61375.0	ENSGALG00000002802
Cluster-61380.0	ENSGALG00000004840
Cluster-61382.0	ENSGALG00000008763
Cluster-61386.0	ENSGALG00000018875
Cluster-61393.0	ENSGALG00000008055
Cluster-61416.0	ENSGALG00000004700
Cluster-61436.0	ENSGALG00000026115
Cluster-61437.0	ENSGALG00000013783
Cluster-61449.0	ENSGALG00000015121
Cluster-61449.1	ENSGALG00000015121
Cluster-61449.2	ENSGALG00000015121
Cluster-61452.0	ENSGALG00000000312
Cluster-61459.0	ENSGALG00000025740
Cluster-61464.0	ENSGALG00000009714
Cluster-61473.0	ENSGALG00000005147
Cluster-61480.0	ENSGALG00000012263
Cluster-61480.1	ENSGALG00000002183
Cluster-61488.0	ENSGALG00000016929
Cluster-61494.0	ENSGALG00000005473
Cluster-61498.0	ENSGALG00000001996
Cluster-61501.0	ENSGALG00000017194
Cluster-61502.0	ENSGALG00000006891
Cluster-61509.0	ENSGALG00000013529
Cluster-61516.0	ENSGALG00000002131
Cluster-61518.0	ENSGALG00000011203
Cluster-61522.0	ENSGALG00000009387
Cluster-61524.0	ENSGALG00000007314
Cluster-61528.0	ENSGALG00000003203
Cluster-61533.0	ENSGALG00000015459
Cluster-61540.0	ENSGALG00000015954
Cluster-61541.0	ENSGALG00000004336
Cluster-61543.0	ENSGALG00000005886
Cluster-61545.0	ENSGALG00000020558
Cluster-61552.0	ENSGALG00000026818
Cluster-61561.0	ENSGALG00000007242
Cluster-61581.0	ENSGALG00000005021
Cluster-61583.0	ENSGALG00000007769
Cluster-61591.0	ENSGALG00000012447
Cluster-61605.0	ENSGALG00000001171
Cluster-61612.0	ENSGALG00000009972
Cluster-61624.0	ENSGALG00000001849
Cluster-61628.0	ENSGALG00000010214
Cluster-61628.1	ENSGALG00000010214
Cluster-61640.0	ENSGALG00000016646
Cluster-61640.1	ENSGALG00000006467
Cluster-61647.0	ENSGALG00000023751
Cluster-6165.0	ENSGALG00000000466
Cluster-61650.0	ENSGALG00000010098
Cluster-61650.1	ENSGALG00000010098
Cluster-61660.1	ENSGALG00000012113
Cluster-61664.0	ENSGALG00000026387
Cluster-61664.1	ENSGALG00000026387
Cluster-61688.1	ENSGALG00000004724
Cluster-61693.0	ENSGALG00000008728
Cluster-61695.1	ENSGALG00000012068
Cluster-61696.0	ENSGALG00000009048
Cluster-61712.0	ENSGALG00000024449
Cluster-61714.0	ENSGALG00000007765
Cluster-61715.0	ENSGALG00000019802
Cluster-61721.0	ENSGALG00000016220
Cluster-61725.0	ENSGALG00000004283
Cluster-61739.0	ENSGALG00000006438
Cluster-61743.0	ENSGALG00000023812
Cluster-61743.1	ENSGALG00000023812
Cluster-61744.0	ENSGALG00000012824
Cluster-61744.1	ENSGALG00000012824
Cluster-61748.0	ENSGALG00000026462
Cluster-61773.0	ENSGALG00000012472
Cluster-61777.0	ENSGALG00000004662
Cluster-61778.0	ENSGALG00000023069
Cluster-61780.0	ENSGALG00000015264
Cluster-61782.0	ENSGALG00000015263
Cluster-61788.0	ENSGALG00000006728
Cluster-61796.0	ENSGALG00000007550
Cluster-61802.0	ENSGALG00000011086
Cluster-61807.0	ENSGALG00000006917
Cluster-61810.0	ENSGALG00000023179
Cluster-61816.0	ENSGALG00000002355
Cluster-61821.0	ENSGALG00000007943
Cluster-61821.1	ENSGALG00000007943
Cluster-61826.0	ENSGALG00000026498
Cluster-61830.0	ENSGALG00000004700
Cluster-61835.0	ENSGALG00000006216
Cluster-61836.0	ENSGALG00000004003
Cluster-61836.1	ENSGALG00000009777
Cluster-61838.0	ENSGALG00000010874
Cluster-61839.1	ENSGALG00000007647
Cluster-61841.0	ENSGALG00000001875
Cluster-61841.1	ENSGALG00000001875
Cluster-61843.0	ENSGALG00000001405
Cluster-61848.0	ENSGALG00000029092
Cluster-61850.0	ENSGALG00000008971
Cluster-61851.0	ENSGALG00000004252
Cluster-61854.0	ENSGALG00000016801
Cluster-61854.1	ENSGALG00000016801
Cluster-61855.0	ENSGALG00000026316
Cluster-61858.0	ENSGALG00000004671
Cluster-61859.0	ENSGALG00000000117
Cluster-61868.0	ENSGALG00000026939
Cluster-61871.0	ENSGALG00000006901
Cluster-61880.0	ENSGALG00000008823
Cluster-61892.0	ENSGALG00000016767
Cluster-61893.0	ENSGALG00000027664
Cluster-61893.1	ENSGALG00000027664
Cluster-61894.0	ENSGALG00000005287
Cluster-61904.0	ENSGALG00000007714
Cluster-61908.0	ENSGALG00000016908
Cluster-61911.0	ENSGALG00000011613
Cluster-61918.0	ENSGALG00000001638
Cluster-61920.0	ENSGALG00000001428
Cluster-61926.0	ENSGALG00000012751
Cluster-61932.0	ENSGALG00000008013
Cluster-61936.0	ENSGALG00000009844
Cluster-61943.0	ENSGALG00000001111
Cluster-61946.0	ENSGALG00000008744
Cluster-61953.0	ENSGALG00000002623
Cluster-6196.0	ENSGALG00000010841
Cluster-61969.0	ENSGALG00000023164
Cluster-61970.0	ENSGALG00000013754
Cluster-61975.0	ENSGALG00000012177
Cluster-6198.0	ENSGALG00000028770
Cluster-61996.0	ENSGALG00000009593
Cluster-62007.0	ENSGALG00000027275
Cluster-62017.0	ENSGALG00000029106
Cluster-62019.0	ENSGALG00000005757
Cluster-62022.0	ENSGALG00000026730
Cluster-62030.0	ENSGALG00000016427
Cluster-62042.0	ENSGALG00000014337
Cluster-62045.0	ENSGALG00000007837
Cluster-62050.0	ENSGALG00000012681
Cluster-62057.0	ENSGALG00000024040
Cluster-62063.0	ENSGALG00000001531
Cluster-62070.0	ENSGALG00000025809
Cluster-62074.0	ENSGALG00000003018
Cluster-62090.0	ENSGALG00000003168
Cluster-62090.1	ENSGALG00000003168
Cluster-62094.0	ENSGALG00000011856
Cluster-62108.0	ENSGALG00000003065
Cluster-62111.0	ENSGALG00000012714
Cluster-62119.0	ENSGALG00000005010
Cluster-62129.0	ENSGALG00000026433
Cluster-62132.0	ENSGALG00000000826
Cluster-62133.0	ENSGALG00000001073
Cluster-62139.0	ENSGALG00000003336
Cluster-62146.0	ENSGALG00000026241
Cluster-62150.0	ENSGALG00000005617
Cluster-62153.0	ENSGALG00000003833
Cluster-62159.0	ENSGALG00000008864
Cluster-62159.1	ENSGALG00000008864
Cluster-62178.0	ENSGALG00000002829
Cluster-62179.0	ENSGALG00000024012
Cluster-62186.0	ENSGALG00000016487
Cluster-62193.0	ENSGALG00000004121
Cluster-62195.0	ENSGALG00000019221
Cluster-62196.0	ENSGALG00000028234
Cluster-62201.0	ENSGALG00000028341
Cluster-62204.0	ENSGALG00000010736
Cluster-62206.0	ENSGALG00000012639
Cluster-62212.0	ENSGALG00000012362
Cluster-62226.0	ENSGALG00000027350
Cluster-62228.0	ENSGALG00000012332
Cluster-6223.0	ENSGALG00000001885
Cluster-62232.1	ENSGALG00000010998
Cluster-62235.0	ENSGALG00000008257
Cluster-62242.0	ENSGALG00000016216
Cluster-62247.0	ENSGALG00000023760
Cluster-62252.0	ENSGALG00000012260
Cluster-62256.0	ENSGALG00000016186
Cluster-62262.0	ENSGALG00000011565
Cluster-62277.0	ENSGALG00000018688
Cluster-62290.0	ENSGALG00000003794
Cluster-62292.0	ENSGALG00000004083
Cluster-62294.0	ENSGALG00000027043
Cluster-62297.0	ENSGALG00000008472
Cluster-62304.0	ENSGALG00000013254
Cluster-62307.0	ENSGALG00000005332
Cluster-62313.0	ENSGALG00000004898
Cluster-62331.0	ENSGALG00000002477
Cluster-62335.0	ENSGALG00000016516
Cluster-62337.0	ENSGALG00000025928
Cluster-62357.0	ENSGALG00000011098
Cluster-62373.0	ENSGALG00000001264
Cluster-62375.0	ENSGALG00000026267
Cluster-62376.1	ENSGALG00000000458
Cluster-62383.0	ENSGALG00000012751
Cluster-62386.0	ENSGALG00000016140
Cluster-62395.0	ENSGALG00000011646
Cluster-62401.0	ENSGALG00000025714
Cluster-62403.0	ENSGALG00000005287
Cluster-62410.0	ENSGALG00000005721
Cluster-62420.0	ENSGALG00000012958
Cluster-62429.0	ENSGALG00000026763
Cluster-62429.1	ENSGALG00000026763
Cluster-62440.0	ENSGALG00000010825
Cluster-62445.0	ENSGALG00000005456
Cluster-62445.1	ENSGALG00000005456
Cluster-62449.0	ENSGALG00000017120
Cluster-62451.0	ENSGALG00000007053
Cluster-62457.0	ENSGALG00000004425
Cluster-62463.0	ENSGALG00000027515
Cluster-62466.0	ENSGALG00000011902
Cluster-62472.0	ENSGALG00000008553
Cluster-62481.0	ENSGALG00000005601
Cluster-62491.0	ENSGALG00000016734
Cluster-62496.0	ENSGALG00000007078
Cluster-62498.0	ENSGALG00000000780
Cluster-62500.0	ENSGALG00000001267
Cluster-62516.0	ENSGALG00000027524
Cluster-62517.0	ENSGALG00000019835
Cluster-62536.0	ENSGALG00000018815
Cluster-62538.0	ENSGALG00000006807
Cluster-62547.0	ENSGALG00000015564
Cluster-62550.0	ENSGALG00000007508
Cluster-62553.0	ENSGALG00000026249
Cluster-6256.0	ENSGALG00000012941
Cluster-62575.0	ENSGALG00000016523
Cluster-62579.0	ENSGALG00000000317
Cluster-62581.0	ENSGALG00000004144
Cluster-62584.0	ENSGALG00000010129
Cluster-62594.0	ENSGALG00000017075
Cluster-62598.0	ENSGALG00000007519
Cluster-62601.0	ENSGALG00000006340
Cluster-62602.0	ENSGALG00000010196
Cluster-62607.1	ENSGALG00000008701
Cluster-62612.0	ENSGALG00000005132
Cluster-62616.1	ENSGALG00000014664
Cluster-62616.2	ENSGALG00000014664
Cluster-62616.3	ENSGALG00000014664
Cluster-62617.0	ENSGALG00000010692
Cluster-62617.1	ENSGALG00000010692
Cluster-62619.0	ENSGALG00000021232
Cluster-62625.0	ENSGALG00000028085
Cluster-62645.0	ENSGALG00000016780
Cluster-62645.1	ENSGALG00000016780
Cluster-62645.2	ENSGALG00000016780
Cluster-62645.3	ENSGALG00000016780
Cluster-62650.1	ENSGALG00000023061
Cluster-62660.0	ENSGALG00000020195
Cluster-62666.0	ENSGALG00000002305
Cluster-62667.0	ENSGALG00000016651
Cluster-62677.0	ENSGALG00000016255
Cluster-6268.1	ENSGALG00000012342
Cluster-62680.0	ENSGALG00000000447
Cluster-62689.0	ENSGALG00000003336
Cluster-62691.0	ENSGALG00000009020
Cluster-62699.0	ENSGALG00000029025
Cluster-62701.0	ENSGALG00000013861
Cluster-62704.0	ENSGALG00000023468
Cluster-62719.0	ENSGALG00000003759
Cluster-62724.0	ENSGALG00000003241
Cluster-62728.0	ENSGALG00000002846
Cluster-62735.0	ENSGALG00000004205
Cluster-62736.0	ENSGALG00000002305
Cluster-62738.0	ENSGALG00000007740
Cluster-62739.0	ENSGALG00000012992
Cluster-62743.0	ENSGALG00000012177
Cluster-62744.0	ENSGALG00000026870
Cluster-62745.0	ENSGALG00000011604
Cluster-62747.0	ENSGALG00000003994
Cluster-62750.1	ENSGALG00000028721
Cluster-62750.2	ENSGALG00000028721
Cluster-62751.0	ENSGALG00000027359
Cluster-62759.0	ENSGALG00000002114
Cluster-62766.0	ENSGALG00000008323
Cluster-62801.0	ENSGALG00000015322
Cluster-62803.0	ENSGALG00000011930
Cluster-62803.1	ENSGALG00000011930
Cluster-62826.0	ENSGALG00000011068
Cluster-62828.0	ENSGALG00000003687
Cluster-62838.0	ENSGALG00000006324
Cluster-62844.0	ENSGALG00000029069
Cluster-62844.1	ENSGALG00000029069
Cluster-62853.0	ENSGALG00000011699
Cluster-62854.0	ENSGALG00000007952
Cluster-6286.0	ENSGALG00000011086
Cluster-62867.0	ENSGALG00000001455
Cluster-62870.0	ENSGALG00000004798
Cluster-62873.1	ENSGALG00000010539
Cluster-62878.0	ENSGALG00000007114
Cluster-62880.0	ENSGALG00000023348
Cluster-62881.0	ENSGALG00000008995
Cluster-62882.0	ENSGALG00000012801
Cluster-62883.0	ENSGALG00000013342
Cluster-62887.0	ENSGALG00000001583
Cluster-62891.0	ENSGALG00000000902
Cluster-62903.0	ENSGALG00000009313
Cluster-62904.0	ENSGALG00000004503
Cluster-62904.1	ENSGALG00000004503
Cluster-62905.0	ENSGALG00000015346
Cluster-62911.0	ENSGALG00000007719
Cluster-62915.1	ENSGALG00000015009
Cluster-62915.2	ENSGALG00000015009
Cluster-62919.1	ENSGALG00000011115
Cluster-62919.2	ENSGALG00000011115
Cluster-62919.3	ENSGALG00000011115
Cluster-62933.0	ENSGALG00000021620
Cluster-62939.0	ENSGALG00000012927
Cluster-62940.0	ENSGALG00000029145
Cluster-62940.1	ENSGALG00000029145
Cluster-62960.0	ENSGALG00000010718
Cluster-62969.0	ENSGALG00000000621
Cluster-62976.0	ENSGALG00000028148
Cluster-62977.0	ENSGALG00000013818
Cluster-6298.0	ENSGALG00000017013
Cluster-62981.0	ENSGALG00000011948
Cluster-62992.0	ENSGALG00000006179
Cluster-62996.0	ENSGALG00000006496
Cluster-63001.0	ENSGALG00000026845
Cluster-63014.0	ENSGALG00000013382
Cluster-63019.0	ENSGALG00000010505
Cluster-63022.0	ENSGALG00000005933
Cluster-63022.1	ENSGALG00000005933
Cluster-63022.2	ENSGALG00000005933
Cluster-63032.0	ENSGALG00000005268
Cluster-63033.0	ENSGALG00000027684
Cluster-63034.0	ENSGALG00000015474
Cluster-63044.0	ENSGALG00000017553
Cluster-63048.0	ENSGALG00000007675
Cluster-63050.0	ENSGALG00000026939
Cluster-63056.0	ENSGALG00000007387
Cluster-63096.0	ENSGALG00000004695
Cluster-63106.0	ENSGALG00000004142
Cluster-63107.0	ENSGALG00000017229
Cluster-6311.0	ENSGALG00000000721
Cluster-63111.0	ENSGALG00000011569
Cluster-63112.0	ENSGALG00000007570
Cluster-63116.0	ENSGALG00000016034
Cluster-6312.0	ENSGALG00000014858
Cluster-63122.0	ENSGALG00000004481
Cluster-63123.0	ENSGALG00000005245
Cluster-63128.0	ENSGALG00000008460
Cluster-63129.0	ENSGALG00000013355
Cluster-63136.0	ENSGALG00000009564
Cluster-6314.0	ENSGALG00000004857
Cluster-6314.1	ENSGALG00000004857
Cluster-63143.0	ENSGALG00000002845
Cluster-63144.0	ENSGALG00000028654
Cluster-63148.0	ENSGALG00000016569
Cluster-63159.0	ENSGALG00000009204
Cluster-63161.0	ENSGALG00000017378
Cluster-63163.0	ENSGALG00000006000
Cluster-6317.0	ENSGALG00000013568
Cluster-63175.0	ENSGALG00000016837
Cluster-63185.0	ENSGALG00000021364
Cluster-63185.1	ENSGALG00000021364
Cluster-63192.0	ENSGALG00000027255
Cluster-63196.1	ENSGALG00000001111
Cluster-63200.0	ENSGALG00000002843
Cluster-63201.0	ENSGALG00000010594
Cluster-63202.0	ENSGALG00000008731
Cluster-63202.1	ENSGALG00000008731
Cluster-63209.0	ENSGALG00000021135
Cluster-63219.0	ENSGALG00000012260
Cluster-63229.0	ENSGALG00000017178
Cluster-63233.0	ENSGALG00000017261
Cluster-63235.0	ENSGALG00000023480
Cluster-63241.0	ENSGALG00000013651
Cluster-63247.0	ENSGALG00000010939
Cluster-63266.0	ENSGALG00000023421
Cluster-63269.0	ENSGALG00000026498
Cluster-63281.0	ENSGALG00000000615
Cluster-63286.0	ENSGALG00000010639
Cluster-63286.1	ENSGALG00000010639
Cluster-633.0	ENSGALG00000005145
Cluster-63303.0	ENSGALG00000011504
Cluster-63309.0	ENSGALG00000002480
Cluster-63314.0	ENSGALG00000001264
Cluster-63316.0	ENSGALG00000017567
Cluster-63327.0	ENSGALG00000016564
Cluster-63329.0	ENSGALG00000009396
Cluster-63331.0	ENSGALG00000023584
Cluster-63337.0	ENSGALG00000008222
Cluster-63340.0	ENSGALG00000027778
Cluster-63351.0	ENSGALG00000000908
Cluster-63352.0	ENSGALG00000007721
Cluster-63356.0	ENSGALG00000026498
Cluster-63357.0	ENSGALG00000010719
Cluster-63362.0	ENSGALG00000008439
Cluster-63364.0	ENSGALG00000016686
Cluster-63365.0	ENSGALG00000005892
Cluster-63366.0	ENSGALG00000009486
Cluster-63366.1	ENSGALG00000009486
Cluster-63375.0	ENSGALG00000004460
Cluster-63386.0	ENSGALG00000016174
Cluster-63387.0	ENSGALG00000015274
Cluster-63395.0	ENSGALG00000009057
Cluster-63395.1	ENSGALG00000009057
Cluster-63413.0	ENSGALG00000019489
Cluster-63414.0	ENSGALG00000008871
Cluster-63415.0	ENSGALG00000009536
Cluster-63418.0	ENSGALG00000003920
Cluster-63425.0	ENSGALG00000012072
Cluster-63430.0	ENSGALG00000027666
Cluster-63436.0	ENSGALG00000000172
Cluster-63440.0	ENSGALG00000013772
Cluster-63447.0	ENSGALG00000022696
Cluster-63451.0	ENSGALG00000002090
Cluster-63455.0	ENSGALG00000023846
Cluster-63464.0	ENSGALG00000002732
Cluster-63466.0	ENSGALG00000007543
Cluster-63468.0	ENSGALG00000019987
Cluster-63471.0	ENSGALG00000005087
Cluster-63472.0	ENSGALG00000006460
Cluster-63473.0	ENSGALG00000003763
Cluster-63483.0	ENSGALG00000015907
Cluster-63487.0	ENSGALG00000013138
Cluster-63487.1	ENSGALG00000013138
Cluster-63488.0	ENSGALG00000007079
Cluster-63491.0	ENSGALG00000028402
Cluster-63492.0	ENSGALG00000002485
Cluster-63508.0	ENSGALG00000014144
Cluster-63511.0	ENSGALG00000027722
Cluster-63520.0	ENSGALG00000011801
Cluster-63522.0	ENSGALG00000008815
Cluster-63529.0	ENSGALG00000014607
